S,C_mm,2Q/DCNL,Q(m3/min),TB(C),h0(mm)
0.09880457929997892,0.0954691591864767,3.5933813967467825,0.02689567668576542,92.5,0.02000757992771721
0.11907419584798729,0.0854162044135513,3.6836178877075954,0.02466782762466313,93.5,0.020230826705112746
0.14108709314823642,0.07702151808795127,3.76442268239013,0.022731417498236584,94.5,0.02031646521394001
0.17714152428717747,0.06652698514476106,3.8616796263701745,0.020141422805968635,96.0,0.02010748046244555
0.23031903255856945,0.056338048978373814,3.9371137949870247,0.01738984988952816,98.0,0.019584284767635803
0.40003323625062936,0.039192965971631875,3.8494900737317046,0.011828437983883468,103.5,0.016771129376942442
